1000,100,0.000073
1000,500,0.000387
1000,1000,0.000790
2000,100,0.000150
2000,500,0.000777
2000,1000,0.001403
5000,100,0.000358
5000,500,0.001844
5000,1000,0.003578
10000,100,0.000635
10000,500,0.003599
10000,1000,0.009127
1000,100,0.000074
2000,100,0.000141
5000,100,0.000398
10000,100,0.000707
1000,500,0.000369
2000,500,0.000742
5000,500,0.001829
10000,500,0.003288
1000,1000,0.000832
2000,1000,0.001453
5000,1000,0.003515
10000,1000,0.006984
1000,100,0.000077
1000,100,0.000084
1000,100,0.000057
1000,500,0.000373
1000,500,0.000354
1000,500,0.000312
1000,1000,0.000764
1000,1000,0.000735
1000,1000,0.000666
2000,100,0.000662
2000,100,0.000141
2000,100,0.000123
2000,500,0.000752
2000,500,0.000696
2000,500,0.000595
2000,1000,0.014108
2000,1000,0.001394
2000,1000,0.001228
5000,100,0.000351
5000,100,0.000296
5000,100,0.000311
5000,500,0.002140
5000,500,0.001775
5000,500,0.002065
5000,1000,0.003382
5000,1000,0.003594
5000,1000,0.002814
10000,100,0.000665
10000,100,0.000684
10000,100,0.000583
10000,500,0.003073
10000,500,0.003547
10000,500,0.003175
10000,1000,0.007465
10000,1000,0.007469
10000,1000,0.005996
1000,100,0.000074
1000,500,0.000385
1000,1000,0.000768
2000,100,0.000150
2000,500,0.000735
2000,1000,0.001748
5000,100,0.000339
5000,500,0.001776
5000,1000,0.003473
10000,100,0.000687
10000,500,0.003294
10000,1000,0.006824
1000,100,0.000078
2000,100,0.000143
5000,100,0.000389
10000,100,0.000780
1000,500,0.000362
2000,500,0.000982
5000,500,0.002775
10000,500,0.003373
1000,1000,0.000750
2000,1000,0.001398
5000,1000,0.003791
10000,1000,0.008266
1000,100,0.000084
1000,100,0.000072
1000,100,0.000079
1000,500,0.000392
1000,500,0.000384
1000,500,0.000316
1000,1000,0.000762
1000,1000,0.001441
1000,1000,0.000629
2000,100,0.000167
2000,100,0.000143
2000,100,0.000100
2000,500,0.000749
2000,500,0.001207
2000,500,0.000633
2000,1000,0.001431
2000,1000,0.001788
2000,1000,0.001199
5000,100,0.000404
5000,100,0.000345
5000,100,0.000304
5000,500,0.001766
5000,500,0.001630
5000,500,0.001418
5000,1000,0.003443
5000,1000,0.003402
5000,1000,0.002992
10000,100,0.000673
10000,100,0.000599
10000,100,0.000608
10000,500,0.004251
10000,500,0.003584
10000,500,0.003097
10000,1000,0.007932
10000,1000,0.009350
10000,1000,0.006867
