1000,100,0.004698
1000,500,0.003650
1000,1000,0.004444
2000,100,0.016116
2000,500,0.018160
2000,1000,0.017742
5000,100,0.088906
5000,500,0.123411
5000,1000,0.089009
10000,100,0.336903
10000,500,0.330764
10000,1000,0.433841
1000,100,0.004078
2000,100,0.023747
5000,100,0.091008
10000,100,0.356598
1000,500,0.002359
2000,500,0.017341
5000,500,0.090644
10000,500,0.316825
1000,1000,0.003441
2000,1000,0.015789
5000,1000,0.077162
10000,1000,0.332515
1000,100,0.003657
1000,100,0.002577
1000,100,0.001941
1000,500,0.003541
1000,500,0.001838
1000,500,0.002044
1000,1000,0.001962
1000,1000,0.004874
1000,1000,0.001915
2000,100,0.009846
2000,100,0.010324
2000,100,0.010212
2000,500,0.010479
2000,500,0.010965
2000,500,0.011129
2000,1000,0.044147
2000,1000,0.009989
2000,1000,0.011079
5000,100,0.080864
5000,100,0.084663
5000,100,0.078713
5000,500,0.084268
5000,500,0.079340
5000,500,0.084231
5000,1000,0.103265
5000,1000,0.082745
5000,1000,0.078718
10000,100,0.291356
10000,100,0.280923
10000,100,0.267509
10000,500,0.273141
10000,500,0.285252
10000,500,0.262801
10000,1000,0.269396
10000,1000,0.279150
10000,1000,0.275272
1000,100,0.005326
1000,500,0.003588
1000,1000,0.003911
2000,100,0.015055
2000,500,0.014385
2000,1000,0.017056
5000,100,0.105450
5000,500,0.100453
5000,1000,0.097224
10000,100,0.333743
10000,500,0.329073
10000,1000,0.318847
1000,100,0.003465
2000,100,0.015192
5000,100,0.078552
10000,100,0.302327
1000,500,0.002380
2000,500,0.016511
5000,500,0.093648
10000,500,0.383795
1000,1000,0.003898
2000,1000,0.015525
5000,1000,0.087372
10000,1000,0.324575
1000,100,0.002783
1000,100,0.002738
1000,100,0.001765
1000,500,0.002009
1000,500,0.002716
1000,500,0.001906
1000,1000,0.001917
1000,1000,0.001968
1000,1000,0.004001
2000,100,0.011828
2000,100,0.014741
2000,100,0.014410
2000,500,0.011976
2000,500,0.014455
2000,500,0.011796
2000,1000,0.011951
2000,1000,0.015650
2000,1000,0.013585
5000,100,0.087121
5000,100,0.090970
5000,100,0.096439
5000,500,0.096643
5000,500,0.088671
5000,500,0.082657
5000,1000,0.086508
5000,1000,0.083510
5000,1000,0.093348
10000,100,0.323870
10000,100,0.306363
10000,100,0.301945
10000,500,0.352060
10000,500,0.403706
10000,500,0.324844
10000,1000,0.332402
10000,1000,0.379587
10000,1000,0.337025
