1000,100,0.000025
1000,500,0.000129
1000,1000,0.000245
2000,100,0.000037
2000,500,0.000215
2000,1000,0.000399
5000,100,0.000075
5000,500,0.000413
5000,1000,0.001505
10000,100,0.000154
10000,500,0.001604
10000,1000,0.001621
1000,100,0.000028
2000,100,0.000044
5000,100,0.000164
10000,100,0.000167
1000,500,0.000200
2000,500,0.000201
5000,500,0.000461
10000,500,0.000837
1000,1000,0.000459
2000,1000,0.000419
5000,1000,0.000868
10000,1000,0.001584
1000,100,0.000074
1000,100,0.000023
1000,100,0.000023
1000,500,0.000119
1000,500,0.000109
1000,500,0.000110
1000,1000,0.000244
1000,1000,0.000201
1000,1000,0.000218
2000,100,0.000042
2000,100,0.000035
2000,100,0.000030
2000,500,0.000201
2000,500,0.000180
2000,500,0.000193
2000,1000,0.000393
2000,1000,0.000345
2000,1000,0.000393
5000,100,0.000093
5000,100,0.000070
5000,100,0.000080
5000,500,0.000408
5000,500,0.000401
5000,500,0.000737
5000,1000,0.000810
5000,1000,0.000905
5000,1000,0.000808
10000,100,0.000151
10000,100,0.000167
10000,100,0.000153
10000,500,0.000800
10000,500,0.000756
10000,500,0.000700
10000,1000,0.001541
10000,1000,0.001508
10000,1000,0.001557
1000,100,0.000025
1000,500,0.000123
1000,1000,0.000285
2000,100,0.000040
2000,500,0.000220
2000,1000,0.000804
5000,100,0.000085
5000,500,0.000468
5000,1000,0.000928
10000,100,0.000159
10000,500,0.000845
10000,1000,0.001564
1000,100,0.000024
2000,100,0.000050
5000,100,0.000094
10000,100,0.000121
1000,500,0.000129
2000,500,0.000195
5000,500,0.000414
10000,500,0.000861
1000,1000,0.000265
2000,1000,0.000397
5000,1000,0.001484
10000,1000,0.001624
1000,100,0.000027
1000,100,0.000020
1000,100,0.000023
1000,500,0.000138
1000,500,0.000099
1000,500,0.000112
1000,1000,0.000403
1000,1000,0.000202
1000,1000,0.000213
2000,100,0.000046
2000,100,0.000032
2000,100,0.000040
2000,500,0.000256
2000,500,0.000175
2000,500,0.000187
2000,1000,0.000421
2000,1000,0.000351
2000,1000,0.000348
5000,100,0.000074
5000,100,0.000068
5000,100,0.000082
5000,500,0.000450
5000,500,0.000404
5000,500,0.000393
5000,1000,0.000830
5000,1000,0.000802
5000,1000,0.000850
10000,100,0.000264
10000,100,0.000145
10000,100,0.000156
10000,500,0.000747
10000,500,0.000757
10000,500,0.000744
10000,1000,0.001941
10000,1000,0.001574
10000,1000,0.001603
